app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
Defunct Soundtrack,5.99,439680,"Freshly Squeezed,Joel Forssell",Adventure,Adventure,Single-player,2016
Blitz Breaker,0.99,416110,Boncho Games,Action,Action,Single-player,2016
Blitz Breaker Soundtrack,2.99,428320,"Fatbard,Boncho Games (made the game)",Action,Action,Single-player,2016
CALENDULA,6.99,427810,Blooming Buds Studio,Indie,Indie,Single-player,2016
Astral Gun,1.99,416850,Thomas Moon Kang,Action,Action,Multi-player,2016
Rocksmith® 2014 – The Offspring - “The Kids Aren’t Alright”,2.99,390440,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
"Rocksmith® 2014 – The Offspring - “You’re Gonna Go Far, Kid”",2.99,390441,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – The Offspring - “Pretty Fly (For A White Guy)”,2.99,390442,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
GiAnt,4.99,434930,Wreck Tangle Games,Action,Indie,Single-player,2016
Rocksmith® 2014 – The Offspring - “Want You Bad”,2.99,390443,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – The Offspring - “All I Want”,2.99,390444,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – The Offspring Song Pack II,11.99,390445,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
The TakeOver,12.99,418620,Pelikan13,Action,Early Access,Single-player,2016
It's Spring Again,0.99,434210,Baba Yaga Games,Casual,Indie,Single-player,2016
Medieval Blocks - Substance Designer Tutorial,5.99,441450,Sin dato,Sin dato,Animation & Modeling,Sin dato,2016
It's Spring Again Collector's Edition Content,1.99,434400,Asya Yurina,Casual,Indie,Single-player,2016
Gun Wings - Original Soundtrack,1.99,414620,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",Action,Action,Single-player,2016
FSX: Steam Edition - FS Global 2010 Add-On,54.99,379551,PILOT’S,Simulation,Simulation,Single-player,2016
fault milestone one - THE ART OF fault milestone one,9.99,441270,ALICE IN DISSONANCE,Indie,Indie,Single-player,2016
Lone Survivor - Original Soundtrack,7.99,433780,Jasper Byrne,Action,Action,Single-player,2016
Wolfsong,9.99,440410,Hyptosis,Adventure,RPG,Single-player,2016
Water Bears VR,9.99,394130,Sin dato,Sin dato,Indie,Single-player,2017
Kung Fu Panda: Jombie Porcupine and Jombie Master Croc,0.99,413801,Vicious Cycle Software,Action,Action,Single-player,2016
Kung Fu Panda: Panda Village,0.99,413815,Vicious Cycle Software,Action,Action,Single-player,2016
Kung Fu Panda: Warrior Po and Jombie Master Chicken,0.99,413812,Vicious Cycle Software,Action,Action,Single-player,2016
Kung Fu Panda: Spirit Realm,0.99,413816,Vicious Cycle Software,Action,Action,Single-player,2016
Bombshell,34.99,353190,Interceptor Entertainment,Action,Action,Single-player,2016
Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,0.99,413813,Vicious Cycle Software,Action,Action,Single-player,2016
Sword 'N' Board,4.99,425230,Stuffed Castle Studios,Action,Early Access,Single-player,2016
Shadow Puppeteer Soundtrack,2.99,439470,Sarepta studio,Adventure,Adventure,Single-player,2016
Habitus,2.99,394990,frozenen,Action,Action,Single-player,2016
The Lost Heir 2: Forging a Kingdom,3.99,439750,Hosted Games,Indie,RPG,Single-player,2016
Toro,2.99,416720,Recotechnology S.L.,Action,Simulation,Single-player,2016
DarkMaus,9.99,406130,Daniel Wright,Action,Indie,Single-player,2016
Resume Maker® for Windows,19.99,419450,Individual Software,Education,Education,Sin dato,2015
Special Tactics,4.99,432870,Beast Mode Games,Action,Action,Single-player,2016
Allods Online RU,0.0,381640,Mail.ru Games,Free to Play,Massively Multiplayer,Single-player,2016
Echo Tokyo: An Intro,1.99,345700,BurstRay Games,Adventure,Nudity,Single-player,2016
Iron Snout,0.0,424280,SnoutUp,Action,Free to Play,Single-player,2016
Echo Tokyo: Graphic Novel,0.99,390490,BurstRay Games,Adventure,Adventure,Single-player,2016
Aozora Meikyuu,4.99,427980,Yume Creations,Adventure,Anime,Single-player,2016
Empire of the Gods,1.99,436140,Lonely Troops,Casual,Indie,Single-player,2008
Mystic Saga,0.0,415840,FIVE-BN GAMES,Adventure,Adventure,Single-player,2016
Narcissu 10th Anniversary Anthology Project,2.99,426690,stage-nana,Casual,Indie,Single-player,2016
Super Mustache,0.99,438180,Redro Games,Action,Indie,Single-player,2016
Surfingers,1.99,438080,Digital Melody,Action,Casual,Single-player,2016
10 Minute Barbarian,4.99,389120,Wolff Dobson,Casual,Strategy,Single-player,2016
PulseCharge,0.99,438010,Frozenmark Games,Action,Indie,Single-player,2016
Sentinels of the Multiverse - Shattered Timelines,4.99,429110,Handelabra Games Inc.,Indie,Strategy,Single-player,2016
Hounds : The Last Hope,0.0,366160,Netmarble Games,Action,Action,Multi-player,2016
Narcissu 10th Anniversary Anthology Project - Season Pass,29.99,439510,stage-nana,Casual,Indie,Single-player,2016
AI: Rampage,1.99,438020,Sekerin Productions,Action,Indie,Single-player,2016
RTK Maker - Face CG “RTK13” Set / 三国志ツクール顔登録素材 『三國志13』セット+シナリオ,8.866131486539212,420540,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2016
Karos - Starter Pack,8.99,437640,Galaxy Gate,Free to Play,RPG,Multi-player,2016
The Lost Mythologies,0.0,372540,Basaltic studio,Action,Free to Play,Single-player,2016
Cubixx HD,8.99,420570,Laughing Jackal LTD,Action,Action,Single-player,2016
Order of Battle: Morning Sun,14.99,412580,The Artistocrats,Simulation,Strategy,Single-player,2016
LILT,4.99,438160,pho,Action,Early Access,Single-player,2016
FullBlast,5.99,429220,UFO Crash Games,Action,Indie,Single-player,2016
Eventide: Slavic Fable,9.99,406870,The House of Fables,Adventure,Hidden Object,Single-player,2016
Plantera,2.99,421040,VaragtP,Casual,Casual,Single-player,2016
Rabi-Ribi,17.99,400910,"CreSpirit,GemaYue",Action,Anime,Single-player,2016
Nemesis of the Roman Empire,9.99,433290,Haemimont Games,Strategy,Strategy,Single-player,2004
The Slaughter: Act One Soundtrack,2.99,430400,Brainchild,Adventure,Adventure,Single-player,2016
RPG Maker VX Ace - Ancient Dungeons: Base Pack,24.99,406071,Celianna,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
RPG Maker VX Ace - Ancient Dungeons: Forgotten Depths,4.99,406072,Joel Steudler,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
RPG Maker VX Ace - Casino Tile Pack,9.99,283541,Sherman 3D,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
RPG Maker VX Ace - Classic School Tiles,6.99,406073,Sherman3D,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
Rabi-Ribi - Original Soundtrack,5.99,431620,CreSpirit,Action,Action,Single-player,2016
RPG Maker VX Ace - Cyberpunk Music Pack,7.99,406076,KADOKAWA,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
RPG Maker VX Ace - Pirate Music Pack,14.99,406078,Joel Steudler,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
RPG Maker VX Ace - Inspirational Vol. 4,24.99,406077,JDB Artist,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
The Order of the Thorne - The King's Challenge,9.99,425600,Infamous Quests,Adventure,Adventure,Single-player,2016
Revolt,4.99,416330,Explosive LLC,Action,Action,Single-player,2016
Rytmik Lite Chiptune Synthesizer,5.99,432330,"CINEMAX, s.r.o.",Audio Production,Audio Production,Steam Achievements,2016
Swiftly,0.99,418610,Cleverweek,Action,Action,Single-player,2016
Upgrade to Rytmik Ultimate,11.99,432440,"CINEMAX, s.r.o.",Audio Production,Audio Production,Downloadable Content,2016
Rubber Ducky and the Rainbow Gun - Gigantic Cosmetic Pack!,0.99,436710,John Szymanski,Action,Action,Single-player,2016
Sickness,9.99,413870,Zetsubou,Action,Visual Novel,Single-player,2016
Deserts of Kharak Expedition Guide,5.99,433240,Blackbird Interactive,Strategy,Strategy,Single-player,2016
TowerClimb - Extended Original Soundtrack,8.99,428140,Davioware and Quazi,Action,Action,Downloadable Content,2016
Sébastien Loeb Rally EVO,29.99,355060,Milestone S.r.l.,Racing,Racing,Single-player,2016
Crashlands,14.99,391730,Butterscotch Shenanigans,Action,RPG,Single-player,2016
Crashlands Soundtrack,4.99,432800,Butterscotch Shenanigans,Action,Action,Single-player,2016
Lif,8.866131486539212,346220,Imigea Ltd,Massively Multiplayer,Simulation,Single-player,2016
Let's Sing 2016,24.99,397820,Voxler Games,Casual,Casual,Single-player,2016
The Rise of Chubtan,7.99,396010,RadarJam,Action,Action,Multi-player,2016
Dinocide,9.99,423900,AtomicTorch Studio,Action,Action,Single-player,2016
Move or Die,14.99,323850,Those Awesome Guys,Action,Multiplayer,Single-player,2016
Naval Action,39.99,311310,Game-Labs,Action,Early Access,Multi-player,2016
Hard Room,2.99,431560,"Evgeny Shcherbakov,Denis Ovsyannikov",Action,Indie,Single-player,2016
The Westport Independent,9.99,352240,Double Zero One Zero,Indie,Indie,Single-player,2016
Close Order,4.99,383800,Raconteur Games,Action,Action,Single-player,2016
The Minotaur,1.99,412540,Ratalaika Games S.L.,Action,Action,Single-player,2016
Subterrain,16.99,340490,Pixellore,Indie,Survival,Single-player,2016
The Minotaur: Soundtrack,0.99,412550,Ratalaika Games S.L.,Indie,Indie,Single-player,2016
Tabletop Simulator - Tiny Epic Galaxies,4.99,437590,"Berserk Games,Gamelyn Games",Casual,Strategy,Single-player,2016
Bloxitivity,11.99,236010,55 Revolver,Casual,Indie,Single-player,2016
Timelapse,5.99,433580,GTE Entertainment,Adventure,Adventure,Single-player,1996
The Amazing Adventures of Ash - Afterparty,1.99,437170,Z3roram Studios,Adventure,Adventure,Single-player,2016
Death by Game Show,9.99,409730,Oointah,Action,Strategy,Single-player,2016
TS Marketplace: Riveted Body dia. 1/143 HTO 21t Coal Hopper,4.99,326038,Fastline Simulation,Simulation,Simulation,Single-player,2016
TS Marketplace: Rebodied dia. 1/146 HTO 21t Coal Hoppers,4.99,326039,Fastline Simulation,Simulation,Simulation,Single-player,2016
TS Marketplace: Canal Pack,4.99,326040,Skyhook Games,Simulation,Simulation,Single-player,2016
Bit Blaster XL,0.99,433950,Nickervision Studios,Action,Indie,Single-player,2016
BuriedTown,6.99,432640,Dice7,Action,RPG,Single-player,2016
A-10C: The Enemy Within Campaign,9.99,411911,Baltic Dragon,Simulation,Simulation,Single-player,2016
Pythagoria,1.99,434620,Vladimir Maslov,Casual,Indie,Single-player,2016
Starward Rogue,11.99,410820,"Arcen Games, LLC",Action,Action,Single-player,2016
Warlords Battlecry III,9.99,433280,Infinite Interactive,Strategy,Strategy,Single-player,2004
Monumental,9.99,432610,Whipstitch Games,Adventure,Adventure,Single-player,2016
Zamarian,1.99,429120,Quarter Pound Studios,Action,Action,Single-player,2016
Space Moth DX,4.99,425340,1CC Games,Action,Indie,Single-player,2016
Between Me and The Night,14.99,285070,RainDance LX,Action,Indie,Single-player,2016
Buried: An Interactive Story,2.99,434370,Bromoco Games,Adventure,Adventure,Single-player,2016
O3DX,7.99,363270,Egamea Game Studios,Action,Indie,Single-player,2016
Rivalry,2.99,431770,Kew McParlane,Casual,Early Access,Local Multi-Player,2016
Last Heroes 2,1.99,434920,Warfare Studios,Adventure,Adventure,Single-player,2016
Microcosmum: survival of cells - Colors for organisms,0.99,437660,Alexander Byzov,Action,Indie,Single-player,2016
EEP 12 Expert,8.866131486539212,424880,Trend Redaktions- und Verlagsgesellschaft mbH,Simulation,Simulation,Single-player,2016
Quicken WillMaker Plus 2016,59.99,411340,Nolo,Accounting,Software,Sin dato,2015
Robotpencil Presents: Lines to Painting,2.99,414850,Sin dato,Sin dato,Tutorial,Sin dato,2016
"Zombie Hunter, Inc.",9.99,387130,Maya Gameworks,Action,Early Access,Single-player,2016
Tatsunoko Mashup Costume Set,31.99,425141,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Action,Action,Single-player,2016
Everything is Grey,1.99,419250,Sin dato,Sin dato,Horror,Sin dato,2016
Garbage Day,14.99,368860,Svajūnas Žemaitis,Action,Early Access,Single-player,2016
Evochron Legacy,24.99,398170,StarWraith 3D Games LLC,Indie,Simulation,Single-player,2016
Slybots: Frantic Zone,6.99,384100,"Team ERROR,Tiny Colossus",Action,Indie,Single-player,2016
Cyber Team Manager,4.99,415080,The Tambourine,Casual,Early Access,Single-player,2016
Small Town Terrors: Livingston,9.99,432770,Gunnar Games,Adventure,Adventure,Single-player,2016
Attractio,19.99,317060,GameCoder Studios,Action,Action,Single-player,2016
Gemini: Heroes Reborn,14.99,324650,Phosphor Games,Action,Action,Single-player,2016
Shooting Stars!,4.99,415350,Bloodirony,Action,Action,Single-player,2016
GASP,0.0,412400,Dark Day Interactive,Action,Free to Play,Single-player,2015
The Aquatic Adventure of the Last Human,9.99,401360,YCJY,Action,Adventure,Single-player,2016
OMSI 2 Add-on Downloadpack Vol. 1 - KI-Fahrzeuge,12.99,434060,Halycon Media,Simulation,Simulation,Single-player,2016
The Bug Butcher,7.99,350740,Awfully Nice Studios,Action,Indie,Single-player,2016
Life is Strange™ - Directors' Commentary,8.866131486539212,432670,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Action,Adventure,Single-player,2016
Rocksmith® 2014 – Megadeth - “Holy Wars... The Punishment Due”,2.99,390430,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Parasite,4.99,434270,Raphael Gervaise,Action,Adventure,Single-player,2016
Rocksmith® 2014 – Megadeth - “Tornado of Souls”,2.99,390432,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Megadeth - “Trust”,2.99,390433,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Megadeth - “A Tout Le Monde”,2.99,390434,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Megadeth Song Pack II,11.99,390435,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
The Deadly Tower of Monsters,14.99,353700,ACE Team,Action,Action,Single-player,2016
Resident Evil 0 Fan Design T-shirt Pack,8.866131486539212,381716,"CAPCOM Co., Ltd.",Action,Adventure,Single-player,2016
Resident Evil 0 / biohazard 0 HD REMASTER,19.99,339340,"CAPCOM Co., Ltd.",Action,Horror,Single-player,2016
Darkest Dungeon®,24.99,262060,Red Hook Studios,Indie,Turn-Based Combat,Single-player,2016
Resident Evil 0 Costume Pack 1,2.99,381710,"CAPCOM Co., Ltd.",Action,Action,Single-player,2016
Resident Evil 0 Costume Pack 4,2.99,381713,"CAPCOM Co., Ltd.",Action,Action,Single-player,2016
Resident Evil 0 Costume Pack 2,2.99,381711,"CAPCOM Co., Ltd.",Action,Action,Single-player,2016
Resident Evil 0 Costume Pack 3,2.99,381712,"CAPCOM Co., Ltd.",Action,Action,Single-player,2016
Rolling Gauntlet,0.99,434960,Aundre Rogers,Casual,Indie,Single-player,2016
Rocksmith® 2014 – Megadeth - “Peace Sells”,2.99,390431,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Mytheon - Egypt Pack,4.99,429810,Petroglyph,Action,Action,Single-player,2016
Protoshift,0.99,398070,Reflextions,Action,Action,Single-player,2016
Herding Dog,2.99,409290,xixgames,Casual,Casual,Single-player,2015
Super Ubie Island REMIX,9.99,405860,Notion Games,Action,Action,Single-player,2016
Super Intergalactic Gang,9.99,429260,Martin Cerdeira,Action,Action,Single-player,2016
Raining Blobs,9.99,414370,Endi Milojkoski,Indie,Indie,Single-player,2016
Fear Equation,14.99,428350,Screwfly Studios,Indie,RPG,Single-player,2016
Echoes of Aetheria: Soundtrack,7.99,433020,Dancing Dragon Games,Indie,Indie,Single-player,2016
Bladestar,9.99,424760,"Fair Weather Studios, LLC",Action,Action,Single-player,2016
Echoes of Aetheria,14.99,354740,Dancing Dragon Games,Indie,RPG,Single-player,2016
Silver Knight,1.99,432170,Wojciech Krupinski,Action,Early Access,Single-player,2016
Echoes of Aetheria: Strategy Guide,3.99,433021,Dancing Dragon Games,Indie,Indie,Single-player,2016
Chef Solitaire: USA,2.99,432190,The Revills Games,Casual,Casual,Single-player,2016
TANE DLC: Duchess,18.99,404212,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: LMS Coronation Scot,18.99,404213,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: SNCF BB 75000,14.99,404220,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: Union Pacific GE C40-8,12.99,404219,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: PRR T1,17.99,430180,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: CSX Transportation GE B30-7,12.99,404216,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: Chicago & North Western GE C40-8,12.99,404215,N3V Games,Simulation,Simulation,Single-player,2016
TANE DLC: Southern Pacific GE CW44-9,14.99,404981,N3V Games,Simulation,Simulation,Single-player,2016
Falcon,6.99,374080,Spectrum Holobyte,Simulation,Simulation,Single-player,1987
Falcon A.T.,6.99,286790,Spectrum Holobyte,Simulation,Simulation,Single-player,1988
Falcon 4.0,6.99,429530,Microprose,Simulation,Simulation,Single-player,1998
Falcon Gold,6.99,429520,Spectrum Holobyte,Simulation,Simulation,Single-player,1994
Beyond Reality,4.99,428100,EternalShadow Studios,Action,RPG,Single-player,2016
Sepia Tears,0.0,429300,Scarlet String Studios,Casual,Free to Play,Single-player,2016
Tabletop Simulator - Darkest Night,6.99,433520,"Berserk Games,Victory Point Games",Casual,RPG,Single-player,2016
Highrise Heroes: Word Challenge,4.99,415670,Fallen Tree Games Ltd,Adventure,Adventure,Single-player,2016
Evertown,2.99,432500,indiemaatheus,Indie,Early Access,Single-player,2016
Psychocat: The Answer,0.99,431910,Chewa,Action,Indie,Single-player,2016
Fairy Tale Mysteries: The Puppet Thief,9.99,429600,"The House of Fables,Gogii Games",Adventure,Adventure,Single-player,2016
U-Boats,4.99,404890,Astra Game Studio,Action,Action,Single-player,2016
Red Baron Pack,9.99,263940,Mad Otter Games,Simulation,Simulation,Single-player,1990
Robotpencil Presents: Illustration Basics Package,14.99,414830,Sin dato,Sin dato,Design & Illustration,Sin dato,2016
The Strike,9.99,420380,Bass Pro Shops,Simulation,Simulation,Single-player,2016
Volvox Demo,8.866131486539212,432530,Neotenia,Indie,Indie,Single-player,2016
Blood Code,6.99,386480,"Weixi Games,ZiX Solutions",Adventure,Visual Novel,Single-player,2015
Force of Elements,0.0,368980,"Wicked Fun, Inc.",Action,Early Access,Single-player,2015
sZone-Online,0.0,316390,Cybertime System,Action,Free to Play,MMO,2015
Robot Tsunami,9.99,378450,Ground Up Games Pty Ltd ®,Action,Action,Single-player,2016
Tick Tock Isle Soundtrack,0.99,427750,Kevin Carville,Adventure,Adventure,Single-player,2015
SJSM - Karamari Hospital,1.99,414150,Lag Studios,Action,Action,Single-player,2015
Production Inc.,19.99,378390,Solo Instinct,Casual,Early Access,Single-player,2015
Anomaly 1729,9.99,424320,"Anvil Drop, LLC",Adventure,Adventure,Single-player,2015
Sickness Demo,8.866131486539212,431420,Zetsubou,Action,Indie,Single-player,2015
ABO MANDO,1.99,429950,UNDEAD,Action,Action,Single-player,2015
One Manga Day - Russian Voiceover,0.0,431980,DeXP,Adventure,Simulation,Single-player,2016
Princess Remedy in a World of Hurt,0.0,407900,"Ludosity,Remar Games",Action,Indie,Single-player,2014
Kill The Plumber,4.99,420070,"Keybol,Iskander Aminov",Action,Action,Single-player,2015
Future Perfect,8.866131486539212,282370,Unknown Worlds Entertainment,Action,Indie,Multi-player,2017
A Story of the End - Revere Demo,8.866131486539212,432220,Darrel Wijaya,Action,Action,Single-player,2017
Pony Island,4.99,405640,Daniel Mullins Games,Indie,Puzzle,Single-player,2016
Pony Island - Soundtrack,0.99,428010,"Daniel Mullins Games,Jonah Senzel",Indie,Indie,Single-player,2016
"Linea, the Game",1.99,428900,KHB-Soft,Action,Indie,Single-player,2016
Walk The Light,4.99,428130,Anti Crunch Studios,Adventure,Indie,Single-player,2016
Chowderchu,4.99,431740,Ryan Jensen,Action,Action,Single-player,2016
A Wild Catgirl Appears!,2.99,429580,NewWestGames,Adventure,Memes,Single-player,2016
Dungeons Are Random,1.99,431330,PIXELBUG,Action,RPG,Single-player,2016
Contract,2.99,409170,"S Houben,N Tailor,A Barnett",Indie,Indie,Single-player,2016
Cally's Caves 3,6.99,418120,VDO Games,Action,Indie,Single-player,2016
Futuridium EP Deluxe,9.99,352790,MixedBag Srl,Action,Indie,Single-player,2016
Futuridium EP Deluxe Original Sound Track,4.99,433710,MixedBag Srl,Action,Action,Single-player,2016
Quantum Lock,5.99,411720,"FAT BOMB STUDIOS, LLC",Action,Action,Single-player,2015
Frosty Kiss,0.0,431540,"2Chance Projects,IIchan Eroge Team",Adventure,Free to Play,Single-player,2015
Millia -The ending-,4.99,428060,Millia Soft,Indie,Indie,Single-player,2016
Below Kryll Demo,8.866131486539212,402050,Team Kryll,Action,RPG,Single-player,2016
Inside The Code,6.99,431470,CPsoft,Adventure,Early Access,Single-player,2016
MX vs. ATV Supercross Encore - 2 Stroke 4 Pack,1.99,421166,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - Rhythm Racing Pack,5.99,421165,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - Copper Canyon Open World,9.99,421164,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - The Stewart Compound,9.99,421163,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,2.99,429904,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,2.99,429907,"Rainbow Studios,THQ Nordic",Racing,Racing,Single-player,2016
MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,2.99,429903,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 Husqvarna TC 125 MX,2.99,429905,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,2.99,429906,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 KTM 125 SX,2.99,429710,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX,2.99,429711,"Rainbow Studios,THQ Nordic",Racing,Racing,Single-player,2016
Crazy Belts,3.99,355510,jemchicomac,Casual,Indie,Single-player,2016
MX vs. ATV Supercross Encore - 2015 KTM 250 SX-F MX,2.99,429890,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
MX vs. ATV Supercross Encore - 2015 KTM 350 SX-F MX,2.99,429900,"Rainbow Studios,THQ Nordic",Racing,Simulation,Single-player,2016
Rocksmith® 2014 – Wolfmother - “Woman”,2.99,390419,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Asia - “Heat of the Moment”,2.99,390421,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Wild Cherry - “Play That Funky Music”,2.99,390422,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Hit Singles Song Pack III,9.99,390423,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Rocksmith® 2014 – Semisonic - “Closing Time”,2.99,390420,Ubisoft - San Francisco,Casual,Casual,Single-player,2016
Sora no Kakera - Sora Original Soundtrack,7.99,411400,"Orange_Juice,DEKU",Action,Action,Single-player,2016
Sora,8.99,390730,Orange_Juice,Action,Indie,Single-player,2016
Celeste - Sora Extra Soundtrack,5.99,411401,"Orange_Juice,DEKU",Action,Action,Single-player,2016
Battle of Empires: 1914-1918 - ART+OST,8.866131486539212,409230,Great War Team,Action,Strategy,Downloadable Content,2016
Leadwerks Game Engine - Nature Model Pack,29.99,430060,Leadwerks Software,Animation &amp; Modeling,Animation & Modeling,Single-player,2015
The Hole Story Soundtrack,4.99,357970,"LearnDistrict Inc.,The Negatives",Adventure,Adventure,Single-player,2015
Ohio Jack and The Cup Of Eternity,0.0,412230,Shadebob Games,Action,Adventure,Single-player,2015
Red Crucible®: Firestorm,0.0,298240,"Rocketeer Games Studio, LLC",Action,Shooter,Multi-player,2015
Dragon Saga,0.0,381990,Gravity Interactive,Free to Play,Free to Play,Single-player,2010
TANE DLC: Aerotrain,17.99,430181,N3V Games,Simulation,Simulation,Single-player,2015
Nameless ~Black & White Christmas~,19.99,430200,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",Simulation,Simulation,Single-player,2013
Umbra: Shadow of Death,3.99,421180,Colludium Ltd,Action,Action,Single-player,2015
Heaven Island - VR MMO,0.99,400250,"Fabio Ferrara,Giulia Airoldi",Adventure,Adventure,Single-player,2015
Dungeon Lords Steam Edition,14.99,271760,Heuristic Park,RPG,RPG,Single-player,2005
Spriter: RPG Heroes Pack,24.99,418320,BrashMonkey,Animation &amp; Modeling,Design & Illustration,Downloadable Content,2015
The Hurricane of the Varstray -Collateral hazard-,9.99,416380,Studio SiestA,Action,Indie,Single-player,2015
Train Simulator: Mosel Valley Koblenz -Trier Route Add-On,29.99,325981,Aerosoft GmbH,Simulation,Simulation,Single-player,2015
State of Extinction Demo,8.866131486539212,414050,Stone Pixel Games LLC,Action,RPG,Single-player,2015
Project CARS - Renault Sport Car Pack,3.49,334791,Slightly Mad Studios,Racing,Racing,Single-player,2015
Respawn Man,2.99,398940,Evan (Solidplasma) Peiperl,Action,Action,Single-player,2015
Gnumz: Masters of Defense,4.99,371460,Creobit,Casual,Strategy,Single-player,2015
Commander Cool 2,2.99,356070,Orlyapps,Action,Action,Single-player,2015
Wick,5.99,418300,Hellbent Games,Action,Horror,Single-player,2015
Gunslingers,0.0,416670,webgames,Free to Play,Early Access,Multi-player,2015
SimplePlanes,12.99,397340,"Jundroo, LLC",Indie,Simulation,Single-player,2015
Evoland 2 - Artbook,24.99,396470,Shiro Games,Action,Action,Single-player,2015
Stronghold Crusader 2: Delivering Justice mini-campaign,0.99,317590,FireFly Studios,Simulation,Strategy,Single-player,2015
The Mystery of a Lost Planet,4.99,400200,AlikArt Studio,Adventure,Hidden Object,Single-player,2015
Turok,19.99,405820,"Iguana Entertainment,Nightdive Studios",Action,Action,Single-player,1997
FALL,5.99,418050,Northbrain,Action,Action,Single-player,2015
Robotpencil Presents: How To Finish a Painting,14.99,413970,Sin dato,Sin dato,Design & Illustration,Sin dato,2015
Lightbender,2.99,415990,"Math Nerd Productions, LLC",Casual,Indie,Single-player,2015
The Book of Desires,6.99,428260,Meridian'93,Adventure,Casual,Single-player,2015
Mystery of Unicorn Castle: The Beastmaster,6.99,428280,Meridian'93,Adventure,Adventure,Single-player,2015
Twilight City: Love as a Cure,6.99,428270,Meridian'93,Adventure,Casual,Single-player,2015
Mystery Castle: The Mirror's Secret,6.99,428250,Meridian'93,Adventure,Casual,Single-player,2015
Train Simulator: Norfolk Southern Big 7s Loco Add-On,19.99,325964,Digital Train Model,Simulation,Simulation,Single-player,2015
Furfly,0.99,429040,SMD Gaming Studio,Action,Indie,Single-player,2015
Total Annihilation,4.99,298030,Cavedog Entertainment,Strategy,Strategy,Single-player,1997
3DMark API Overhead feature test,0.0,407080,Futuremark,Utilities,Utilities,Downloadable Content,2015
Train Simulator: DB BR 361 Loco Add-On,19.99,325994,Dovetail Games,Simulation,Simulation,Single-player,2015
